,name,link,total,failed,%
22288@egOrganization,"Муниципальное бюджетное дошкольное образовательное учреждение городского округа ""Город Архангельск"" ""Детский сад компенсирующего вида № 32 ""Песенка""",https://gosuslugi29.ru/pgu/department/info.htm?id=22288@egOrganization,0,0,100.00%
22289@egOrganization,"Муниципальное бюджетное дошкольное образовательное учреждение городского округа ""Город Архангельск"" ""Детский сад компенсирующего вида № 91 ""Речецветик""",https://gosuslugi29.ru/pgu/department/info.htm?id=22289@egOrganization,0,0,100.00%
22290@egOrganization,"Муниципальное бюджетное дошкольное образовательное учреждение городского округа ""Город Архангельск"" ""Детский сад общеразвивающего вида  № 6 ""Олененок""",https://gosuslugi29.ru/pgu/department/info.htm?id=22290@egOrganization,0,0,100.00%
22291@egOrganization,"Муниципальное бюджетное дошкольное образовательное учреждение городского округа ""Город Архангельск"" ""Детский сад общеразвивающего вида № 10 ""Родничок""",https://gosuslugi29.ru/pgu/department/info.htm?id=22291@egOrganization,0,0,100.00%
22292@egOrganization,"Муниципальное бюджетное дошкольное образовательное учреждение городского округа ""Город Архангельск"" ""Детский сад общеразвивающего вида № 103 ""Золотой ключик""",https://gosuslugi29.ru/pgu/department/info.htm?id=22292@egOrganization,0,0,100.00%
22293@egOrganization,"Муниципальное бюджетное дошкольное образовательное учреждение городского округа ""Город Архангельск"" ""Детский сад общеразвивающего вида № 113 ""Ветерок""",https://gosuslugi29.ru/pgu/department/info.htm?id=22293@egOrganization,0,0,100.00%
22294@egOrganization,"Муниципальное бюджетное дошкольное образовательное учреждение городского округа ""Город Архангельск"" ""Детский сад общеразвивающего вида № 121 ""Золушка""",https://gosuslugi29.ru/pgu/department/info.htm?id=22294@egOrganization,0,0,100.00%
22305@egOrganization,"Муниципальное бюджетное дошкольное образовательное учреждение городского округа ""Город Архангельск"" ""Детский сад общеразвивающего вида № 131 ""Радуга""",https://gosuslugi29.ru/pgu/department/info.htm?id=22305@egOrganization,0,0,100.00%
22295@egOrganization,"Муниципальное бюджетное дошкольное образовательное учреждение городского округа ""Город Архангельск"" ""Детский сад общеразвивающего вида № 151 ""Рыбачок""",https://gosuslugi29.ru/pgu/department/info.htm?id=22295@egOrganization,0,0,100.00%
22296@egOrganization,"Муниципальное бюджетное дошкольное образовательное учреждение городского округа ""Город Архангельск"" ""Детский сад общеразвивающего вида № 16 ""Дубок""",https://gosuslugi29.ru/pgu/department/info.htm?id=22296@egOrganization,0,0,100.00%
22297@egOrganization,"Муниципальное бюджетное дошкольное образовательное учреждение городского округа ""Город Архангельск"" ""Детский сад общеразвивающего вида № 171 ""Зеленый огонек""",https://gosuslugi29.ru/pgu/department/info.htm?id=22297@egOrganization,0,0,100.00%
22298@egOrganization,"Муниципальное бюджетное дошкольное образовательное учреждение городского округа ""Город Архангельск"" ""Детский сад общеразвивающего вида № 31 ""Ивушка""",https://gosuslugi29.ru/pgu/department/info.htm?id=22298@egOrganization,0,0,100.00%
22299@egOrganization,"Муниципальное бюджетное дошкольное образовательное учреждение городского округа ""Город Архангельск"" ""Детский сад общеразвивающего вида № 47 ""Теремок""",https://gosuslugi29.ru/pgu/department/info.htm?id=22299@egOrganization,0,0,100.00%
22254@egOrganization,"Муниципальное бюджетное дошкольное образовательное учреждение городского округа ""Город Архангельск"" ""Детский сад общеразвивающего вида № 56 ""Туесок""",https://gosuslugi29.ru/pgu/department/info.htm?id=22254@egOrganization,0,0,100.00%
22314@egOrganization,"Муниципальное бюджетное дошкольное образовательное учреждение городского округа ""Город Архангельск"" ""Детский сад общеразвивающего вида № 77 ""Морошка""",https://gosuslugi29.ru/pgu/department/info.htm?id=22314@egOrganization,0,0,100.00%
22300@egOrganization,"Муниципальное бюджетное дошкольное образовательное учреждение городского округа ""Город Архангельск"" ""Детский сад общеразвивающего вида № 88""",https://gosuslugi29.ru/pgu/department/info.htm?id=22300@egOrganization,0,0,100.00%
22301@egOrganization,"Муниципальное бюджетное дошкольное образовательное учреждение городского округа ""Город Архангельск"" ""Детский сад общеразвивающего вида № 94 ""Лесовичок""",https://gosuslugi29.ru/pgu/department/info.htm?id=22301@egOrganization,0,0,100.00%
22246@egOrganization,"Муниципальное бюджетное дошкольное образовательное учреждение городского округа ""Город Архангельск"" ""Детский сад № 110 ""Морячок""",https://gosuslugi29.ru/pgu/department/info.htm?id=22246@egOrganization,0,0,100.00%
22249@egOrganization,"Муниципальное бюджетное дошкольное образовательное учреждение городского округа ""Город Архангельск"" ""Детский сад № 132 ""Алые паруса""",https://gosuslugi29.ru/pgu/department/info.htm?id=22249@egOrganization,0,0,100.00%
22251@egOrganization,"Муниципальное бюджетное дошкольное образовательное учреждение городского округа ""Город Архангельск"" ""Детский сад № 20 ""Земляничка""",https://gosuslugi29.ru/pgu/department/info.htm?id=22251@egOrganization,0,0,100.00%
22253@egOrganization,"Муниципальное бюджетное дошкольное образовательное учреждение городского округа ""Город Архангельск"" ""Детский сад № 54 ""Веселые ребята""",https://gosuslugi29.ru/pgu/department/info.htm?id=22253@egOrganization,0,0,100.00%
22302@egOrganization,"Муниципальное бюджетное дошкольное образовательное учреждение городского округа ""Город Архангельск"" ""Центр развития ребенка - детский сад № 140 ""Творчество""",https://gosuslugi29.ru/pgu/department/info.htm?id=22302@egOrganization,0,0,100.00%
22303@egOrganization,"Муниципальное бюджетное дошкольное образовательное учреждение городского округа ""Город Архангельск"" ""Центр развития ребенка - детский сад № 173 ""Подснежник""",https://gosuslugi29.ru/pgu/department/info.htm?id=22303@egOrganization,0,0,100.00%
22304@egOrganization,"Муниципальное бюджетное дошкольное образовательное учреждение городского округа ""Город Архангельск"" ""Центр развития ребенка - детский сад № 50 ""Искорка""",https://gosuslugi29.ru/pgu/department/info.htm?id=22304@egOrganization,0,0,100.00%
22248@egOrganization,"Муниципальное бюджетное дошкольное образовательное учреждение городского округа ""Город Архангельск""""Детский сад № 127 ""Почемучка""",https://gosuslugi29.ru/pgu/department/info.htm?id=22248@egOrganization,0,0,100.00%
22280@egOrganization,"Муниципальное бюджетное дошкольное образовательное учреждение муниципального образования ""Город Архангельск"" ""Детский сад комбинированного вида № 61 ""Звездочка""",https://gosuslugi29.ru/pgu/department/info.htm?id=22280@egOrganization,0,0,100.00%
22287@egOrganization,"Муниципальное бюджетное дошкольное образовательное учреждение муниципального образования ""Город Архангельск"" ""Детский сад компенсирующего вида № 3""",https://gosuslugi29.ru/pgu/department/info.htm?id=22287@egOrganization,0,0,100.00%
22247@egOrganization,"Муниципальное бюджетное дошкольное образовательное учреждение муниципального образования ""Город Архангельск"" ""Детский сад № 120 ""Боровичок""",https://gosuslugi29.ru/pgu/department/info.htm?id=22247@egOrganization,0,0,100.00%
22250@egOrganization,"Муниципальное бюджетное дошкольное образовательное учреждение муниципального образования ""Город Архангельск"" ""Детский сад № 145 ""Снежинка""",https://gosuslugi29.ru/pgu/department/info.htm?id=22250@egOrganization,0,0,100.00%
22252@egOrganization,"Муниципальное бюджетное дошкольное образовательное учреждение муниципального образования ""Город Архангельск"" ""Детский сад № 41 ""Северяночка""",https://gosuslugi29.ru/pgu/department/info.htm?id=22252@egOrganization,0,0,100.00%
22313@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Архангельская средняя школа Соловецких юнг""",https://gosuslugi29.ru/pgu/department/info.htm?id=22313@egOrganization,0,0,100.00%
22312@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Гимназия № 21 имени лауреата Нобелевской премии И.А. Бродского""",https://gosuslugi29.ru/pgu/department/info.htm?id=22312@egOrganization,0,0,100.00%
16552@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Гимназия № 24""",https://gosuslugi29.ru/pgu/department/info.htm?id=16552@egOrganization,0,0,100.00%
22420@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Гимназия № 25""",https://gosuslugi29.ru/pgu/department/info.htm?id=22420@egOrganization,0,0,100.00%
22315@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Гимназия № 3 имени К.П.Гемп""",https://gosuslugi29.ru/pgu/department/info.htm?id=22315@egOrganization,0,0,100.00%
22316@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Гимназия № 6""",https://gosuslugi29.ru/pgu/department/info.htm?id=22316@egOrganization,0,0,100.00%
22318@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Основная  школа № 12 имени Героя Российской Федерации генерал-полковника И.В. Коробова""",https://gosuslugi29.ru/pgu/department/info.htm?id=22318@egOrganization,0,0,100.00%
22355@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Основная школа № 48""",https://gosuslugi29.ru/pgu/department/info.htm?id=22355@egOrganization,0,0,100.00%
22356@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Основная школа № 69 имени А.А. Ефремова""",https://gosuslugi29.ru/pgu/department/info.htm?id=22356@egOrganization,0,0,100.00%
22319@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Открытая (сменная) школа""",https://gosuslugi29.ru/pgu/department/info.htm?id=22319@egOrganization,0,0,100.00%
22220@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Средняя  школа  № 23 имени А.С.Пушкина""",https://gosuslugi29.ru/pgu/department/info.htm?id=22220@egOrganization,0,0,100.00%
22320@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Средняя  школа № 10""",https://gosuslugi29.ru/pgu/department/info.htm?id=22320@egOrganization,0,0,100.00%
22327@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Средняя  школа № 11""",https://gosuslugi29.ru/pgu/department/info.htm?id=22327@egOrganization,0,0,100.00%
22311@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Средняя  школа № 17""",https://gosuslugi29.ru/pgu/department/info.htm?id=22311@egOrganization,0,0,100.00%
22329@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Средняя  школа № 2 имени В.Ф. Филиппова""",https://gosuslugi29.ru/pgu/department/info.htm?id=22329@egOrganization,0,0,100.00%
22419@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Средняя  школа № 34 имени А.И. Клепача""",https://gosuslugi29.ru/pgu/department/info.htm?id=22419@egOrganization,0,0,100.00%
22422@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Средняя  школа № 35 имени Героя Советского Союза П.И.Галушина""",https://gosuslugi29.ru/pgu/department/info.htm?id=22422@egOrganization,0,0,100.00%
22423@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Средняя  школа № 36 имени Героя Советского Союза П.В. Усова""",https://gosuslugi29.ru/pgu/department/info.htm?id=22423@egOrganization,0,0,100.00%
22339@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Средняя  школа № 5""",https://gosuslugi29.ru/pgu/department/info.htm?id=22339@egOrganization,0,0,100.00%
22324@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Средняя  школа № 73""",https://gosuslugi29.ru/pgu/department/info.htm?id=22324@egOrganization,0,0,100.00%
22326@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Средняя школа № 1""",https://gosuslugi29.ru/pgu/department/info.htm?id=22326@egOrganization,0,0,100.00%
22328@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Средняя школа № 14 с углублённым изучением отдельных предметов имени Я.И. Лейцингера""",https://gosuslugi29.ru/pgu/department/info.htm?id=22328@egOrganization,0,0,100.00%
22330@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Средняя школа № 20 имени Героя Советского Союза П.М.Норицына""",https://gosuslugi29.ru/pgu/department/info.htm?id=22330@egOrganization,0,0,100.00%
22321@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Средняя школа № 22""",https://gosuslugi29.ru/pgu/department/info.htm?id=22321@egOrganization,0,0,100.00%
22331@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Средняя школа № 26 имени В.Д. Никитова""",https://gosuslugi29.ru/pgu/department/info.htm?id=22331@egOrganization,0,0,100.00%
22332@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Средняя школа № 27""",https://gosuslugi29.ru/pgu/department/info.htm?id=22332@egOrganization,0,0,100.00%
22322@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Средняя школа № 28""",https://gosuslugi29.ru/pgu/department/info.htm?id=22322@egOrganization,0,0,100.00%
22333@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Средняя школа № 30""",https://gosuslugi29.ru/pgu/department/info.htm?id=22333@egOrganization,0,0,100.00%
22334@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Средняя школа № 33""",https://gosuslugi29.ru/pgu/department/info.htm?id=22334@egOrganization,0,0,100.00%
22335@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Средняя школа № 37""",https://gosuslugi29.ru/pgu/department/info.htm?id=22335@egOrganization,0,0,100.00%
22336@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Средняя школа № 4 имени Николая Михайловича Рубцова""",https://gosuslugi29.ru/pgu/department/info.htm?id=22336@egOrganization,0,0,100.00%
22421@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Средняя школа № 43""",https://gosuslugi29.ru/pgu/department/info.htm?id=22421@egOrganization,0,0,100.00%
22337@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Средняя школа № 45""",https://gosuslugi29.ru/pgu/department/info.htm?id=22337@egOrganization,0,0,100.00%
22338@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Средняя школа № 49 имени В.Ф. Чуданова""",https://gosuslugi29.ru/pgu/department/info.htm?id=22338@egOrganization,0,0,100.00%
22340@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Средняя школа № 50 имени дважды Героя Советского Союза А.О. Шабалина""",https://gosuslugi29.ru/pgu/department/info.htm?id=22340@egOrganization,0,0,100.00%
22341@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Средняя школа № 51 имени Ф.А.Абрамова""",https://gosuslugi29.ru/pgu/department/info.htm?id=22341@egOrganization,0,0,100.00%
22342@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Средняя школа № 52 имени Героя Советского Союза Г.И. Катарина""",https://gosuslugi29.ru/pgu/department/info.htm?id=22342@egOrganization,0,0,100.00%
22358@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Средняя школа № 54""",https://gosuslugi29.ru/pgu/department/info.htm?id=22358@egOrganization,0,0,100.00%
22343@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Средняя школа № 55 имени А.И.Анощенкова""",https://gosuslugi29.ru/pgu/department/info.htm?id=22343@egOrganization,0,0,100.00%
22344@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Средняя школа № 59 имени Героя Советского Союза М.Е.Родионова""",https://gosuslugi29.ru/pgu/department/info.htm?id=22344@egOrganization,0,0,100.00%
22359@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Средняя школа № 60""",https://gosuslugi29.ru/pgu/department/info.htm?id=22359@egOrganization,0,0,100.00%
22323@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Средняя школа № 62 имени Героя Советского Союза В.Ф. Маргелова""",https://gosuslugi29.ru/pgu/department/info.htm?id=22323@egOrganization,0,0,100.00%
22345@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Средняя школа № 68""",https://gosuslugi29.ru/pgu/department/info.htm?id=22345@egOrganization,0,0,100.00%
22357@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Средняя школа № 70 имени Александра Грина""",https://gosuslugi29.ru/pgu/department/info.htm?id=22357@egOrganization,0,0,100.00%
22346@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Средняя школа № 77""",https://gosuslugi29.ru/pgu/department/info.htm?id=22346@egOrganization,0,0,100.00%
22347@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Средняя школа № 8""",https://gosuslugi29.ru/pgu/department/info.htm?id=22347@egOrganization,0,0,100.00%
22325@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Средняя школа № 82""",https://gosuslugi29.ru/pgu/department/info.htm?id=22325@egOrganization,0,0,100.00%
22348@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Средняя школа № 9""",https://gosuslugi29.ru/pgu/department/info.htm?id=22348@egOrganization,0,0,100.00%
22360@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Средняя школа № 93 имени 77-й Гвардейской Московско-Черниговской стрелковой дивизии""",https://gosuslugi29.ru/pgu/department/info.htm?id=22360@egOrganization,0,0,100.00%
22349@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Средняя школа № 95 имени П.Г. Лушева""",https://gosuslugi29.ru/pgu/department/info.htm?id=22349@egOrganization,0,0,100.00%
22317@egOrganization,"Муниципальное бюджетное общеобразовательное учреждение городского округа ""Город Архангельск"" ""Эколого-биологический лицей имени академика Н.П. Лаверова""",https://gosuslugi29.ru/pgu/department/info.htm?id=22317@egOrganization,0,0,100.00%
22350@egOrganization,"Муниципальное бюджетное учреждение  городского округа «Город Архангельск» «Городской центр экспертизы, мониторинга, психолого-педагогического и информационно-методического сопровождения «ЛЕДА»",https://gosuslugi29.ru/pgu/department/info.htm?id=22350@egOrganization,0,0,100.00%
22306@egOrganization,"Муниципальное бюджетное учреждение дополнительного образования городского округа ""Город Архангельск"" ""Детский (подростковый) центр ""Радуга""",https://gosuslugi29.ru/pgu/department/info.htm?id=22306@egOrganization,0,0,100.00%
22307@egOrganization,"Муниципальное бюджетное учреждение дополнительного образования городского округа ""Город Архангельск"" ""Ломоносовский Дом детского творчества""",https://gosuslugi29.ru/pgu/department/info.htm?id=22307@egOrganization,0,0,100.00%
22308@egOrganization,"Муниципальное бюджетное учреждение дополнительного образования городского округа ""Город Архангельск"" ""Соломбальский Дом детского творчества""",https://gosuslugi29.ru/pgu/department/info.htm?id=22308@egOrganization,0,0,100.00%
22309@egOrganization,"Муниципальное бюджетное учреждение дополнительного образования городского округа ""Город Архангельск"" ""Центр дополнительного образования детей ""Контакт""",https://gosuslugi29.ru/pgu/department/info.htm?id=22309@egOrganization,0,0,100.00%
22352@egOrganization,"Муниципальное казённое дошкольное образовательное учреждение муниципального образования ""Город Архангельск"" ""Детский сад компенсирующего вида № 2""",https://gosuslugi29.ru/pgu/department/info.htm?id=22352@egOrganization,0,0,100.00%
22353@egOrganization,"Муниципальное казённое дошкольное образовательное учреждение муниципального образования ""Город Архангельск"" ""Детский сад общеразвивающего вида № 90 ""Одуванчик""",https://gosuslugi29.ru/pgu/department/info.htm?id=22353@egOrganization,0,0,100.00%
22351@egOrganization,"Муниципальное казённое дошкольное образовательное учреждение муниципального образования ""Город Архангельск"" ""Детский сад № 30 ""Сосенка""",https://gosuslugi29.ru/pgu/department/info.htm?id=22351@egOrganization,0,0,100.00%
22354@egOrganization,"Муниципальное казённое образовательное учреждение муниципального образования ""Город Архангельск"" ""Основная  общеобразовательная школа № 57""",https://gosuslugi29.ru/pgu/department/info.htm?id=22354@egOrganization,0,0,100.00%
15966@egOrganization,"Муниципальное учреждение городского округа ""Город Архангельск"" ""Информационно-расчетный центр""",https://gosuslugi29.ru/pgu/department/info.htm?id=15966@egOrganization,0,0,100.00%
22416@egOrganization,"Комитет по управлению муниципальным имуществом и земельными ресурсами администрации городского округа Архангельской области ""Город Новодвинск""",https://gosuslugi29.ru/pgu/department/info.htm?id=22416@egOrganization,0,0,100.00%
22407@egOrganization,"Отдел опеки и попечительства управления социальной политики администрации муниципального образования ""Город Новодвинск""",https://gosuslugi29.ru/pgu/department/info.htm?id=22407@egOrganization,0,0,100.00%
22414@egOrganization,"Территориальная комиссия по делам несовершеннолетних и защите их прав администрации муниципального образования ""Город Новодвинск""",https://gosuslugi29.ru/pgu/department/info.htm?id=22414@egOrganization,0,0,100.00%
22415@egOrganization,"Управление социальной политики администрации муниципального образования ""Город Новодвинск""",https://gosuslugi29.ru/pgu/department/info.htm?id=22415@egOrganization,0,0,100.00%
22424@egOrganization,Финансовое управление городского округа Архангельской области «Город Новодвинск»,https://gosuslugi29.ru/pgu/department/info.htm?id=22424@egOrganization,1,0,0.00%
16252@egOrganization,Администрация Вычегодского административного округа администрации городского округа Архангельской области «Котлас»,https://gosuslugi29.ru/pgu/department/info.htm?id=16252@egOrganization,0,0,100.00%
15987@egOrganization,"Комитет по управлению имуществом администрации городского округа Архангельской области ""Котлас""",https://gosuslugi29.ru/pgu/department/info.htm?id=15987@egOrganization,0,0,100.00%
16207@egOrganization,"Отдел архитектуры и градостроительства администрации городского округа Архангельской области ""Котлас""",https://gosuslugi29.ru/pgu/department/info.htm?id=16207@egOrganization,0,0,100.00%
15671@egOrganization,"Отдел опеки и попечительства Управления по социальным вопросам администрации МО ""Котлас""",https://gosuslugi29.ru/pgu/department/info.htm?id=15671@egOrganization,0,0,100.00%
15969@egOrganization,"Управление городского хозяйства администрации ГО АО ""Котлас""",https://gosuslugi29.ru/pgu/department/info.htm?id=15969@egOrganization,4,0,0.00%
16239@egOrganization,"Управление по социальным вопросам администрации городского округа Архангельской области ""Котлас""",https://gosuslugi29.ru/pgu/department/info.htm?id=16239@egOrganization,6,5,83.33%
16180@egOrganization,"Управление экономического развития администрации городского округа Архангельской области ""Котлас""",https://gosuslugi29.ru/pgu/department/info.htm?id=16180@egOrganization,5,1,20.00%
22409@egOrganization,Финансовое управление администрации городского округа Архангельской области «Котлас»,https://gosuslugi29.ru/pgu/department/info.htm?id=22409@egOrganization,1,0,0.00%
17979@egOrganization,Муниципальное образовательное учреждение «Средняя общеобразовательная  школа № 1 города Коряжмы»,https://gosuslugi29.ru/pgu/department/info.htm?id=17979@egOrganization,0,0,100.00%
17808@egOrganization,Муниципальное образовательное учреждение «Средняя общеобразовательная школа № 2 города Коряжмы»,https://gosuslugi29.ru/pgu/department/info.htm?id=17808@egOrganization,0,0,100.00%
17811@egOrganization,Муниципальное образовательное учреждение «Средняя общеобразовательная школа № 3 города Коряжмы»,https://gosuslugi29.ru/pgu/department/info.htm?id=17811@egOrganization,0,0,100.00%
17810@egOrganization,Муниципальное образовательное учреждение «Средняя общеобразовательная школа № 4 города Коряжмы»,https://gosuslugi29.ru/pgu/department/info.htm?id=17810@egOrganization,0,0,100.00%
17449@egOrganization,Муниципальное образовательное учреждение «Средняя общеобразовательная школа № 5 города Коряжмы»,https://gosuslugi29.ru/pgu/department/info.htm?id=17449@egOrganization,0,0,100.00%
17450@egOrganization,Муниципальное образовательное учреждение «Средняя общеобразовательная школа № 6 города Коряжмы»,https://gosuslugi29.ru/pgu/department/info.htm?id=17450@egOrganization,0,0,100.00%
17485@egOrganization,Муниципальное образовательное учреждение «Средняя общеобразовательная школа № 7 города Коряжмы»,https://gosuslugi29.ru/pgu/department/info.htm?id=17485@egOrganization,0,0,100.00%
17489@egOrganization,Муниципальное учреждение «Коряжемский культурно-досуговый центр»,https://gosuslugi29.ru/pgu/department/info.htm?id=17489@egOrganization,0,0,100.00%
15665@egOrganization,"Отдел опеки и попечительства администрации муниципального образования ""Город Коряжма""",https://gosuslugi29.ru/pgu/department/info.htm?id=15665@egOrganization,0,0,100.00%
21339@egOrganization,"Отдел экономики, прогнозирования и торговли администрации города",https://gosuslugi29.ru/pgu/department/info.htm?id=21339@egOrganization,0,0,100.00%
16123@egOrganization,Территориальная комиссия по делам несовершеннолетних и защите их прав,https://gosuslugi29.ru/pgu/department/info.htm?id=16123@egOrganization,0,0,100.00%
15992@egOrganization,Управление муниципального хозяйства и градостроительства администрации муниципального образования «Город Коряжма»,https://gosuslugi29.ru/pgu/department/info.htm?id=15992@egOrganization,0,0,100.00%
16371@egOrganization,"Управление организационно-правовой и кадровой работы администрации муниципального образования ""Город Коряжма""",https://gosuslugi29.ru/pgu/department/info.htm?id=16371@egOrganization,0,0,100.00%
16200@egOrganization,"Управление социального развития администрации муниципального образования ""Город Коряжма""",https://gosuslugi29.ru/pgu/department/info.htm?id=16200@egOrganization,0,0,100.00%
21962@egOrganization,Финансовое управление администрации муниципального образования «Город Коряжма»,https://gosuslugi29.ru/pgu/department/info.htm?id=21962@egOrganization,0,0,100.00%
16638@egOrganization,Отдел образования управления социального развития,https://gosuslugi29.ru/pgu/department/info.htm?id=16638@egOrganization,0,0,100.00%
16228@egOrganization,"Администрация  муниципального образования ""Ошевенское""",https://gosuslugi29.ru/pgu/department/info.htm?id=16228@egOrganization,0,0,100.00%
21136@egOrganization,"Администрация муниципального образования ""Павловское""",https://gosuslugi29.ru/pgu/department/info.htm?id=21136@egOrganization,0,0,100.00%
16347@egOrganization,"Администрация муниципального образования ""Приозерное""",https://gosuslugi29.ru/pgu/department/info.htm?id=16347@egOrganization,0,0,100.00%
21152@egOrganization,"Администрация муниципального образования ""Ухотское""",https://gosuslugi29.ru/pgu/department/info.htm?id=21152@egOrganization,0,0,100.00%
21330@egOrganization,"МУЗ ""Каргопольская ЦРБ имени Н.Д. Кировой""",https://gosuslugi29.ru/pgu/department/info.htm?id=21330@egOrganization,0,0,100.00%
15656@egOrganization,Управление образования администрации Каргопольского муниципального округа Архангельской области,https://gosuslugi29.ru/pgu/department/info.htm?id=15656@egOrganization,0,0,100.00%
22200@egOrganization,"Территориальная комиссия администрации муниципального образования ""Каргопольский муниципальный район""",https://gosuslugi29.ru/pgu/department/info.htm?id=22200@egOrganization,0,0,100.00%
22473@egOrganization,Управление по социальной политике администрации Котласского муниципального округа Архангельской области,https://gosuslugi29.ru/pgu/department/info.htm?id=22473@egOrganization,0,0,100.00%
16351@egOrganization,"Администрация муниципального образования ""Сольвычегодское""",https://gosuslugi29.ru/pgu/department/info.htm?id=16351@egOrganization,0,0,100.00%
16368@egOrganization,"Консультант (по социальной работе) администрации муниципального образования ""Котласский муниципальный район""",https://gosuslugi29.ru/pgu/department/info.htm?id=16368@egOrganization,0,0,100.00%
22361@egOrganization,"Руководитель аппарата администрации муниципального образования ""Котласский муниципальный район""",https://gosuslugi29.ru/pgu/department/info.htm?id=22361@egOrganization,0,0,100.00%
15993@egOrganization,Управление имущественно-хозяйственного комплекса администрации  муниципального образования «Котласский муниципальный  район»,https://gosuslugi29.ru/pgu/department/info.htm?id=15993@egOrganization,0,0,100.00%
